Study,ParticipantID,Hours,Prop_Meaningful,Prop_Distant,Prop_TV,Prop_Noise,Prop_Silence,AWC_Hourly,CTC_Hourly,CVC_Hourly
TimePoint1,098L,15.7405555555556,0.219479052694738,0.260508947164084,0.123177919740232,0.0322415557830092,0.364592524617937,993.16697843504,36.1486605724773,185.253944164049
TimePoint1,099L,15.7727777777778,0.24558839068719,0.274629283928005,0.0994857525272093,0.0289704483815294,0.351326124476066,895.974076291783,49.9594942059103,297.220950301152
TimePoint1,100L,16,0.261388888888889,0.179513888888889,0.0569097222222222,0.0126215277777778,0.489565972222222,1566.75,67.9375,208.625
TimePoint1,101L,16,0.214548611111111,0.2034375,0.0908506944444444,0.00776041666666667,0.483402777777778,1333.6875,63.5,228.4375
TimePoint1,102L,15.1730555555556,0.102173077275141,0.351848122585724,0.241839518151694,0.0264174432015818,0.277721838785859,765.897149552386,20.9582044193838,77.0444684473573
TimePoint1,103L,16,0.232586805555556,0.214583333333333,0.0657638888888889,0.0316145833333333,0.455451388888889,1090.9375,71.9375,310.5625
TimePoint1,104L,16,0.205677083333333,0.192309027777778,0.0423611111111111,0.0278125,0.531840277777778,1236.625,69.9375,284.3125
TimePoint1,106L,16,0.148454861111111,0.222552083333333,0.0288194444444444,0.00869791666666667,0.591475694444444,819.25,46.5625,213.25
TimePoint1,107L,16,0.264878472222222,0.15296875,0.0539236111111111,0.229878472222222,0.298350694444444,1548.75,79.8125,318
TimePoint1,108L,15.6286111111111,0.206334536018342,0.178109947923147,0.014645504150152,0.285267404866431,0.315642607041928,1755.1783587793,76.0144322201091,224.780050832696
TimePoint1,109L,16,0.260746527777778,0.215173611111111,0.0153472222222222,0.0122395833333333,0.496493055555556,1884.0625,68.75,239.25
TimePoint1,110L,16,0.139427083333333,0.131006944444444,0.0689756944444444,0.0249479166666667,0.635642361111111,238.5,16.375,200.3125
TimePoint1,111L,16,0.136423611111111,0.16765625,0.0423784722222222,0.0183333333333333,0.635208333333333,347.8125,21.0625,192.75
TimePoint1,112L,15.7655555555556,0.17388469941504,0.180950031714709,0.060909859750511,0.00537388117555853,0.578881527944182,1050.26428923814,36.1547677778561,161.871872577349
TimePoint1,113L,16,0.264548611111111,0.120399305555556,0.145625,0.0212152777777778,0.448211805555556,2101.3125,24.75,60.4375
TimePoint1,114L,16,0.170277777777778,0.319913194444444,0.0596354166666667,0.0144270833333333,0.435746527777778,884.1875,34.8125,194.75
TimePoint1,116L,16,0.155225694444444,0.0372916666666667,0.23015625,0.00803819444444445,0.569288194444444,1145.5,5.5,15.3125
TimePoint1,117L,16,0.231979166666667,0.104270833333333,0.0621006944444444,0.0306770833333333,0.570972222222222,1466.8125,74.625,350.5625
TimePoint1,118L,16,0.322725694444444,0.106805555555556,0.0790104166666667,0.0182118055555556,0.473246527777778,1475.5625,77,401.9375
TimePoint1,119L,16,0.212638888888889,0.139114583333333,0.0711111111111111,0.0171527777777778,0.559982638888889,770.9375,50.9375,296.0625
TimePoint1,121L,16,0.301423611111111,0.221145833333333,0.0189409722222222,0.0383333333333333,0.42015625,1844.25,103.4375,412.5625
TimePoint1,122L,16,0.320920138888889,0.192048611111111,0.0125694444444444,0.0267534722222222,0.447708333333333,2104.75,93.0625,299.875
TimePoint1,123L,16,0.155347222222222,0.154392361111111,0.131458333333333,0.016875,0.541927083333333,574.4375,25.0625,148.3125
TimePoint1,124L,15.0605555555556,0.238444796930909,0.210372938876388,0.0887159246006861,0.00835515880334944,0.454111180788668,1510.96683758161,113.873621306577,393.013390386956
TimePoint1,125L,14.1238888888889,0.16894150965661,0.199996066553908,0.267297329190103,0.0100499547653699,0.353715139834009,1080.08496243559,44.6760807143138,163.765094599379
TimePoint1,126L,16,0.236927083333333,0.17609375,0.00550347222222222,0.0157465277777778,0.565729166666667,1531.0625,71.1875,234.5
TimePoint1,127L,16,0.335381944444444,0.184131944444444,0.133524305555556,0.0224652777777778,0.324496527777778,1439.875,46.125,273.9375
TimePoint1,128L,16,0.173541666666667,0.11765625,0.172222222222222,0.01921875,0.517361111111111,1540.875,62.625,152.0625
TimePoint1,129L,16,0.188315972222222,0.158559027777778,0.0453298611111111,0.0328125,0.574982638888889,522.8125,27.1875,197.5625
TimePoint1,130L,16,0.211788194444444,0.17796875,0.0419965277777778,0.0371875,0.531059027777778,552.125,32.4375,261.5
TimePoint1,131L,9.95222222222222,0.104722563358267,0.0448810985821145,0.208551970525846,0.0185609020877526,0.62328346544602,715.619068884671,7.93792564474713,34.3641844367534
TimePoint1,132L,16,0.195694444444444,0.253923611111111,0.05015625,0.0292708333333333,0.470954861111111,712.625,36.4375,207.5625
TimePoint1,133L,16,0.25078125,0.234600694444444,0.0497916666666667,0.0454340277777778,0.419392361111111,948,47.25,262.5
TimePoint1,134L,14.7733333333333,0.220649067388688,0.201902827918171,0.03786853188929,0.353753008423586,0.185826564380265,1205.68592057762,69.4494584837545,235.694945848375
TimePoint1,600L,16,0.191944444444444,0.21859375,0.113402777777778,0.0175868055555556,0.458472222222222,1587.5,68.8125,221.6875
TimePoint1,602L,16,0.165729166666667,0.304305555555556,0.0546875,0.323489583333333,0.151788194444444,1168.3125,39.625,126.875
TimePoint1,603L,16,0.167013888888889,0.276267361111111,0.0759201388888889,0.0248611111111111,0.4559375,1219.625,30.625,119.875
TimePoint1,604L,16,0.298125,0.165798611111111,0.0391493055555556,0.0191840277777778,0.477743055555556,2129.75,87.4375,337.25
TimePoint1,605L,16,0.214722222222222,0.389618055555556,0.0171354166666667,0.0423784722222222,0.336145833333333,1936.1875,56.875,147.0625
TimePoint1,607L,16,0.237690972222222,0.176701388888889,0.0167361111111111,0.0162326388888889,0.552638888888889,1556.8125,59.625,231.5625
TimePoint1,608L,16,0.0769791666666667,0.153211805555556,0.00642361111111111,0.0141666666666667,0.74921875,411.375,8.5,50.125
TimePoint1,609L,14.4597222222222,0.170300643550091,0.193045816924407,0.0295840937469984,0.0294496205936029,0.577619825184901,935.564306982999,65.6997406589185,255.744885217558
TimePoint1,610L,16,0.237552083333333,0.0469965277777778,0.214444444444444,0.0119270833333333,0.489079861111111,1513.5,21.375,54.5
TimePoint1,611L,15.5563888888889,0.240933521418495,0.259932503615878,0.0071960430691213,0.0160169990893345,0.475920932807171,1767.76244129779,85.8811135117761,275.385247218899
TimePoint1,612L,14.3913888888889,0.191144395761354,0.0944237487695188,0.0487174043119921,0.0234322222007759,0.642282228956359,908.459920091104,69.4859966415102,321.303248470343
TimePoint1,613L,16,0.224097222222222,0.293836805555556,0.0703819444444444,0.0201909722222222,0.391493055555556,1441.3125,45.625,158.9375
TimePoint1,614L,16,0.180711805555556,0.1478125,0.0214236111111111,0.0316145833333333,0.6184375,924.125,64.3125,293.375
TimePoint1,616L,16,0.140972222222222,0.186649305555556,0.148836805555556,0.0208159722222222,0.502725694444444,729.8125,41,149.75
TimePoint1,620L,16,0.17625,0.306875,0.0201736111111111,0.0315104166666667,0.465190972222222,1141.75,70.5,283.9375
TimePoint1,622L,16,0.215208333333333,0.267986111111111,0.0280208333333333,0.00815972222222222,0.480625,1644.6875,112.0625,303.4375
TimePoint1,623L,16,0.169427083333333,0.292170138888889,0.0912326388888889,0.0105729166666667,0.436597222222222,849.375,48.9375,202.375
TimePoint1,624L,16,0.203055555555556,0.235625,0.0657986111111111,0.0135243055555556,0.481996527777778,1439.4375,59.6875,205.3125
TimePoint1,625L,16,0.343333333333333,0.247899305555556,0.00489583333333333,0.0209722222222222,0.382899305555556,2304.625,102.0625,376.25
TimePoint1,627L,16,0.2496875,0.259600694444444,0.0814409722222222,0.0111631944444444,0.398107638888889,1648.0625,78,211.4375
TimePoint1,628L,16,0.177847222222222,0.198125,0.06578125,0.0180729166666667,0.540173611111111,957.5625,35.75,203.9375
TimePoint1,629L,16,0.185208333333333,0.291805555555556,0.117239583333333,0.0341840277777778,0.3715625,1182.4375,29.4375,106.1875
TimePoint1,630L,16,0.112361111111111,0.104756944444444,0.0876041666666667,0.0285763888888889,0.666701388888889,642.8125,8.625,32.625
TimePoint1,631L,16,0.18171875,0.147395833333333,0.0524479166666667,0.0185416666666667,0.599895833333333,994,32.0625,159.8125
TimePoint1,632L,16,0.243854166666667,0.361875,0.0341145833333333,0.0197395833333333,0.340416666666667,2056.0625,63.6875,201.5625
TimePoint1,633L,13.0541666666667,0.144440897967869,0.207873177997659,0.0674327056069795,0.0128524311096925,0.5674007873178,730.264921800191,49.3329077561443,209.281838493457
TimePoint1,634L,15.9997222222222,0.0731262695532909,0.268772027292141,0.0194621434399903,0.499765620930919,0.138873938783659,872.265143492074,9.18765950797757,34.5631000538204
TimePoint1,636L,14.4411111111111,0.190774794183273,0.36381472647534,0.0521851196429945,0.0142917596368393,0.378933600061553,930.053089174425,41.0633223051473,179.90305455105
TimePoint1,638L,16,0.244184027777778,0.27984375,0.0389930555555556,0.0204861111111111,0.416493055555556,1211.3125,52.875,253.0625
TimePoint1,639L,16,0.239982638888889,0.2209375,0.104930555555556,0.0168402777777778,0.417309027777778,1398.375,57.875,249.8125
TimePoint1,640L,16,0.144375,0.240034722222222,0.0859548611111111,0.163159722222222,0.366475694444444,1165.625,49.5625,145.5
TimePoint1,641L,16,0.139635416666667,0.205,0.0644965277777778,0.0222743055555556,0.56859375,592.9375,25.5625,173.8125
TimePoint1,642L,7.19277777777778,0.159226075538735,0.272727272727273,0.220282690970881,0.0291573337452692,0.318606627017842,1291.29528076002,8.48072912643856,13.3467212481656
TimePoint1,644L,16,0.230208333333333,0.343211805555556,0.0332638888888889,0.0336284722222222,0.3596875,1711.6875,69.4375,324.625
TimePoint1,646L,16,0.0390104166666667,0.110954861111111,0.0214409722222222,0.0305729166666667,0.798020833333333,182.8125,3.1875,13.9375
TimePoint1,652L,16,0.203454861111111,0.134756944444444,0.0550173611111111,0.01734375,0.589427083333333,1231.875,48.3125,228
TimePoint1,654L,16,0.268211805555556,0.118177083333333,0.0503125,0.0149131944444444,0.548385416666667,2373.875,131.6875,275.5
TimePoint1,655L,15.5266666666667,0.201087734363819,0.244543437813081,0.00889151280950336,0.014813224559897,0.5306640904537,1262.08673250322,71.8119364534135,253.756977243452
TimePoint1,656L,16,0.206388888888889,0.180225694444444,0.0339409722222222,0.0215798611111111,0.557864583333333,1350.5625,51.125,180.1875
TimePoint1,657L,15.1816666666667,0.199344970176016,0.270465107768873,0.0443700369597834,0.014235005672046,0.471584879423281,1304.86332198924,60.2041936546273,227.181908003074
TimePoint1,658L,16,0.246579861111111,0.307569444444444,0.0113368055555556,0.0126041666666667,0.421909722222222,1841.8125,75.3125,215.375
TimePoint1,659L,16,0.205381944444444,0.203663194444444,0.0928125,0.0233680555555556,0.474774305555556,804.0625,42.875,247.625
TimePoint1,660L,14.1211111111111,0.226827445117633,0.208513651742859,0.0919623888582894,0.0375324573137147,0.435164056967503,983.137933747738,34.062475411126,204.374852466756
TimePoint1,661L,16,0.248350694444444,0.134895833333333,0.0968923611111111,0.0235763888888889,0.496284722222222,1339.375,61.25,346.375
TimePoint1,664L,16,0.26921875,0.245954861111111,0.0282291666666667,0.0128298611111111,0.443767361111111,2402,65.3125,231.375
TimePoint1,665L,16,0.249270833333333,0.320364583333333,0.0383680555555556,0.0166493055555556,0.375347222222222,1524.75,50.25,145.0625
TimePoint1,666L,15.2319444444444,0.210431293881645,0.0915838424364001,0.120889942554938,0.2610558949576,0.316039026169417,1261.2966171241,60.9902434576457,213.564329351691
TimePoint1,667L,13.6572222222222,0.19279583451979,0.169792132774682,0.197860309970305,0.206402798682016,0.233148924053208,925.297970141968,53.0122442338201,238.115771061303
TimePoint1,668L,16,0.260260416666667,0.145885416666667,0.156527777777778,0.134079861111111,0.303246527777778,1845.5625,73.5625,296.75
TimePoint1,669L,16,0.255260416666667,0.228315972222222,0.0302604166666667,0.0425694444444444,0.44359375,1376.125,51.75,215.75
TimePoint1,670L,15.8425,0.157750775866604,0.254484245962864,0.0556519909526064,0.0102747532130521,0.521838234004874,728.735994950292,32.5074956604071,176.676660880543
TimePoint1,671L,16,0.260572916666667,0.260590277777778,0.01328125,0.0268055555555556,0.43875,1199.6875,56.3125,296.5625
TimePoint1,673L,16,0.175086805555556,0.170277777777778,0.118472222222222,0.0124479166666667,0.523715277777778,975.25,38.625,163.8125
TimePoint1,674L,16,0.247291666666667,0.241631944444444,0.0142534722222222,0.0159722222222222,0.480850694444444,1211.4375,62.5625,285.6875
TimePoint1,675L,14.64,0.108796296296296,0.0653650576806314,0.122002125075896,0.0122191863995143,0.691617334547662,476.29781420765,23.3606557377049,85.5874316939891
TimePoint1,677L,16,0.079375,0.193680555555556,0.0410069444444444,0.176753472222222,0.509184027777778,318.125,2.0625,14
TimePoint1,678L,16,0.216059027777778,0.198072916666667,0.0574479166666667,0.0532465277777778,0.475173611111111,1623.375,49.0625,145.6875
TimePoint1,679L,16,0.245069444444444,0.330138888888889,0.104010416666667,0.0175520833333333,0.303229166666667,1432.875,57.25,167.875
TimePoint1,680L,16,0.170868055555556,0.176423611111111,0.179826388888889,0.00899305555555556,0.463888888888889,844.6875,10.5625,30.125
TimePoint1,681L,16,0.16140625,0.129184027777778,0.174270833333333,0.00751736111111111,0.527621527777778,640.125,9.6875,29.1875
TimePoint1,683L,11.9444444444444,0.355279069767442,0.258162790697674,0.00530232558139535,0.0125116279069767,0.368744186046512,2530.5488372093,118.297674418605,362.427906976744
TimePoint1,684L,15.9969444444444,0.177481810762472,0.274184306030666,0.0815259858653562,0.151469898765389,0.315337998576117,1034.69759849971,25.6298945979267,145.402767889701
TimePoint1,685L,16,0.198975694444444,0.259427083333333,0.0103819444444444,0.0425868055555556,0.488628472222222,1385.8125,38.8125,128.9375
TimePoint1,686L,16,0.201927083333333,0.254791666666667,0.116423611111111,0.0536458333333333,0.373229166666667,1284.75,33.6875,121.4375
TimePoint1,688L,13.8988888888889,0.133783675753458,0.213905987688864,0.0709489167799185,0.0428291630026381,0.538532256775122,551.19513949956,21.8722519785754,166.34423215285
TimePoint1,689L,16,0.262916666666667,0.177430555555556,0.0441145833333333,0.00961805555555556,0.505920138888889,1763.3125,63.1875,258.5
